the_geom,feature,clugar,lugar,tipo,ubicacion,fechasuce,url,numvictima,municipio,radio,cartodb_id,created_at,updated_at
0101000020E610000057BC0882A2DFFCBF932F3DF897334540,50200001,142,Cementerio de Falces,Intervenida,"Cementerio situado a la salida del pueblo, en la carretera que va de Falces a Lerín. En este lugar había varias fosas comunes que fueron exhumadas en los años 70.",27/10/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=142,19,Falces,100,43,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000004B7EA20776F7FCBFFEFD356E93294540,50200001,143,Fosa del Mayorazgo (Carretera Peralta-Funes),Prospectada,En la carretera entre Funes y Peralta. En una parcela de terreno conocida como del Mayorazgo.,01/08/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=143,2,Peralta <> Azkoien,500,44,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000028700C581963FCBFCF5347224C1F4540,50200001,144,Cementerio de Milagro,Intervenida,Cementerio junto a la carretera que une Milagro con San Adrián (NA-134). Las fosas se excavaron junto a la tapia del mismo.,12/08/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=144,33,Milagro,50,45,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000095596CD3BD48FABF6C373A36432B4540,50200001,146,Cementerio de Caparroso,Intervenida,"Cementerio de Caparroso, junto al paraje de Las Vales.",17/08/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=146,6,Caparroso,50,47,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000081B57BCD9E55FCBF37F5E0E6F92C4540,50200001,148,Fosa de Zarrampablo,Intervenida,"La fosa estuvo ubicada en el paraje de Zarrampablo (Peralta), junto a la carretera NA-115.",30/08/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=148,1,Peralta <> Azkoien,250,49,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000B4D440311117FDBF7E67EA5EBF2B4540,50200001,149,Fosa del Raso de Jaurieta,Intervenida,"La fosa se ubicaba cerca del núcleo de Peralta, a las afueras del pueblo junto a la carretera que une las localidades de Peralta y Andosilla.",06/09/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=149,19,Peralta <> Azkoien,500,50,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000DC46A34494F7FEBFA544BA4733304540,50200001,150,Fosa de los Altos de Andosilla,Intervenida,"Paraje conocido como los altos de Andosilla, situado en las proximidades del cementerio de la localidad.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=150,4,Andosilla,500,51,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000A214923E4C39FABF97FC3B19D18E4540,50200001,151,Sima de Gaztelu,Prospectada,"Sima de Legarrea o Legarra Lezia, situada en el término municipal de Donamaria. Se trata de una sima cuya vertical puede tener cerca de 40 m. Su acceso es complicado.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=151,8,Donamaria,10,52,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000C5EDE041DA0DFABF22C06DBC657D4540,50200001,152,El Vivero de Lantz,Prospectada,"Antiguo vivero y casa de donantes de sangre, situada al pie de la N-121-A antes del acceso a Lantz. La fosa se encontraria en el actual robledal junto a dicha edificación.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=152,3,Lantz,500,53,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000089116AE985BEF9BF709209E00B704540,50200001,153,Fosa de la Muga de Olave-Sorauren,Prospectada,Situada en la muga entre Sorauren y Olave. Posiblemente se encuentre en torno al kilómetro 10 de la Carretera N-121-A.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=153,3,Oláibar,100,54,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000336C73749265F6BF8A9961D91D544540,50200001,154,El Alto de Loiti,Prospectada,"Fosa situada en el Alto de Loiti, al borde de la antigua carretera N-240. En la actualidad este paraje ha sido bastante transformado por las obras de la Autovía A-21.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=154,11,Lumbier,1000,55,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000032FA6AE9AF6F01C06A08B3AA696A4540,50200001,155,Sima de Basauntziturri (Urbasa),No intervenida,"La sima se encuentra en el paraje denominado Basauntziturri. Siguiendo la carretera NA-718 ( Estella-Olazti),  hacia el km 1 de la NA-132-A , en plena Sierra de Urbasa.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=155,-1,Sierra de Urbasa,200,56,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000067DF6547E99701C065FC1938CD6C4540,50200001,156,Sima de Ordotz (Urbasa),No intervenida,"Situada al norte de la Sierra de Urbasa, el paraje está cerca del cámping y a unos dos kilómetros de la casa del guarda.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=156,-1,Sierra de Urbasa,100,57,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000C526EA40822F01C03B4D295F2B6D4540,50200001,157,Sima de Otsoportillo (Urbasa),No intervenida,"El lugar está junto a la pista de Otsoportillo, a 2 kilómetros de la carretera NA-718. Una escultura homenajea a los que allí murieron.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=157,16,Sierra de Urbasa,10,58,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000D207464046A0F8BF7793DFBBBF734540,50200001,158,Cementerio de Larrasoaña,No intervenida,"Cementerio de la localidad de Larrasoaña, en el valle de Esteribar. Se encuentra a las afueras del casco urbano, pudiéndose acceder a el desde la carretera N-135 Pamplona - Francia.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=158,6,Esteribar,50,59,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000011CC71B257CFF7BFE6DD962803794540,50200001,159,Cementerio de Agorreta,No intervenida,"Cementerio de la pequeña localidad de Agorreta, en el valle de Esteribar, situado junto a la carretera N-135 que cruza el puerto de Erro.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=159,1,Esteribar,25,60,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000375AB1DB7DF6F7BF6977012F2B784540,50200001,160,Fosa de Agalde (Saigots),No intervenida,"El paraje de Agalde se encuentra en la carretera N-135, justo al comienzo de la subida al Alto de Erro desde Zubiri. La regata que lo atraviesa da nombre al lugar.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=160,2,Esteribar,50,61,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000B700EBFB9FB4F9BF6E6AD33D196F4540,50200001,161,Cementerio de Sorauren,No intervenida,"Cementerio de la localidad de Sorauren, situado sobre el casco urbano. Se accede desde el camino de Zabaldika.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=161,1,Ezcabarte,50,62,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F714BEDB3BD6FABF505FD02568744540,50200001,162,Cementerio de Usi,No intervenida,Este pequeño camposanto se encuentra sobre la carretera de acceso a Usi.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=162,2,Juslapeña,25,63,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000000C79BE09F9D6FABFC5B8F063CA714540,50200001,163,Cementerio de Navaz,No intervenida,"Cementerio de Navaz, bajo la imponente silueta del monte Ezkaba.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=163,2,Juslapeña,25,64,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000062A2700ED05DFBBFFA269FCA01724540,50200001,164,Bordas de Iruzkun,Intervenida,"Cabañas donde los pastores encierran el ganado. El lugar se encuentra bajo una antigua cantera, a la cual se accede desde la carretera NA-4220 que une Ollacarizqueta con Osácar.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=164,16,Juslapeña,50,65,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000D7F751BDCB4BFCBF96355B1C71674540,50200001,165,El Alto de las Tres Cruces,Intervenida,"El alto, dominado por tres cruces, se encuentra entre el río Arga y la carretera NA-700, aproximadamente en el kilómetro 10.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=165,21,Cendea de Olza <> Oltza Zendea,200,66,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000A5B02291CFBAFCBF9DD98BBE95654540,50200001,166,Cementerio de Etxauri,Intervenida,"El antiguo cementerio se encontraba en esta zona, cerca de la carretera NA-700 que asciende el Puerto de Etxauri. El viejo cementerio fue derribado y trasladado al actual.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=166,51,Etxauri,100,67,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000112BABEC4EADF9BFBD99EB8D50714540,50200001,168,Fosa de Olave,No intervenida,La fosa está junto a una huerta en el camino que baja hacia el río Ultzama.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=168,2,Oláibar,50,69,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000A710D5C5C2A0F9BFAAAAA9EFE8704540,50200001,169,Cementerio de Olave,No intervenida,Ladera con pequeña pendiente próxima al cementerio de Olave. Situado en el comunal de la localidad.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=169,-1,Oláibar,200,70,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000C1B5CF7A618BFFBFCC5C025F7F574540,50200001,170,Cementerio de Murillo,Intervenida,"Cementerio ubicado a escasos 200 metros de la localidad de Murillo, en el valle de Yerri.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=170,4,Valle de Yerri <> Deierri,50,71,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000004E99B64485D200C00B64094B0D3A4540,50200001,171,Fosa de los Olivares de Sesma,No intervenida,"En el sur del término de la localidad de Sesma, en una zona de olivos cercana a la carretera NA-129.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=171,1,Sesma,1000,72,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000191F06C339C5FEBFE5B2D8EDA1564540,50200001,172,Fosa de Cirauqui,No intervenida,"Paraje de Lezondoa situado a orillas del río Salado, por el que discurría el trazado de la vieja carretera de Pamplona a Logroño.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=172,2,Cirauqui <> Zirauki,500,73,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000086541F9613EAFCBF9FDFF9E63C444540,50200001,173,Fosa del Camino de Artajona,No intervenida,"En este paraje de Larraga próximo a la carretera NA-6100, existe una referencia sobre una posible fosa.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=173,3,Larraga,1000,74,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000009FA3356BB6A9FDBF4938D2249E474540,50200001,174,Cementerio de Larraga,No intervenida,El cementerio se encuentra al oeste de la localidad.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=174,2,Larraga,50,75,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000028C532E96BB5FABF08B687C7516C4540,50200001,175,Fosa del Camino del Agua,No intervenida,"El lugar se encuentra en la ladera sur del monte Ezkaba, próximo a la antigua ruta del agua de la Comarca de Pamplona y junto al casco viejo de Berriozar.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=175,5,Berriozar,100,76,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000007D22406C8CECFCBFF96F91FFE8454540,50200001,176,Fosa de las Cabras,Intervenida,"Situada en el paraje de ""Las Cabras"", atravesado actualmente por la NA-6020.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=176,-1,Larraga,1000,77,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000018EA53D2839BFABFEB022415086D4540,50200001,177,Carretera del Fuerte de San Cristóbal,No intervenida,Segunda curva descendiendo por la carretera del Fuerte de San Cristóbal.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=177,11,Berriozar,100,78,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F43E06173CCA00C035DF9F5BF54C4540,50200001,178,Cementerio de Barbarin,No intervenida,"El cementerio de Barbarin se encuentra situado sobre el pueblo, junto a la iglesia.
",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=178,1,Barbarin,50,79,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000005A7AC73A44E1FCBF8BA0A18BCF274540,50200001,179,Cementerio de Funes,No intervenida,El cementerio se sitúa sobre el casco urbano de Funes. Desde este lugar se divisa la fértil vega del río Arga.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=179,8,Funes,50,80,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000024F01A5A4D4CFBBF6ED35865701D4540,50200001,180,Cruce Cadreita - Villafranca - Milagro,No intervenida,Cruce de la carretera que discurre por el eje del Valle del Ebro (NA-134) con la carretera de Villafranca (NA-660).,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=180,22,Cadreita,100,81,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000008E56647FF751F8BFA9986D9BF9744540,50200001,181,Fosa de Kaskaxu (Urdániz),No intervenida,"Paraje próximo al casco urbano de Urdaitz/Urdániz, entre el punto kilométrico 18 de la N-135 Pamplona-Francia y el río Arga.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=181,3,Esteribar,100,82,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000135A07194F87FBBF2E52F80990094540,50200001,182,Fosa de la Balsa de Pedro Gómez,No intervenida,"Balsa que recoge agua del barranco, próxima a la carretera que une Tudela y Cintruénigo (NA-160).",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=182,-1,Tudela,500,83,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000DB499E5793E1F6BF52907CD592564540,50200001,183,Fosas de Sengáriz,Intervenida,En esta localidad del valle de Ibargoiti se excavaron numerosas fosas para albergar fusilados.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=183,20,Ibargoiti,1000,84,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000087263F6DB9FBFCBFEC28A61BBD2B4540,50200001,184,Cementerio de Peralta,Intervenida,"Actualmente el cementerio se encuentra rodeado de fábricas y almacenes, integrado dentro del tejido urbano de la localidad.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=184,2,Peralta <> Azkoien,50,85,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000046CE95FDFBB5F9BF30F247E0E84C4540,50200001,185,Cementerio de Orísoain,Intervenida,Cementerio situado en esta localidad de la Valdorba.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=185,1,Orísoain,50,86,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000AE707B4288BDF7BFE21054BEC7024540,50200001,186,Cementerio de Fustiñana,Intervenida,"El cementerio en 1936 se encontraba en un lugar diferente al actual, hoy ocupado por el ensanche urbano de Fustiñana.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=186,1,Fustiñana,200,87,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000003E2F8DB34F0DFBBF69EC4616546F4540,50200001,187,Fosa de Ballariáin,No intervenida,Carretera que conecta el valle de Juslapeña con Berrioplano. La fosa se encuentra cerca del cruce de Unzu.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=187,6,Berrioplano <> Berriobeiti,100,88,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000067DC8335AF41FEBF4C6CF05A1B634540,50200001,190,Fosas de Salinas de Oro,No intervenida,Finca junto al casco urbano de Salinas de Oro.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=190,3,Salinas de Oro <> Jaitz,100,91,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000388F063F4A56FEBFC86E8681CB624540,50200001,191,Fosa de Goroxibar,Intervenida,Este paraje se encuentra a las afueras de Salinas de Oro siguiendo la carretera que va a Estella (NA-700).,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=191,3,Salinas de Oro <> Jaitz,50,92,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000001A3ADBFD80FDFDBFA30ED8AF4A644540,50200001,192,Fosa de Aranbarren,No intervenida,"Junto a la carretera de Estella (NA-700), al pie del Puerto de Etxauri.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=192,1,Salinas de Oro <> Jaitz,25,93,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000981BFCB40614FABF8F9A7348EB6E4540,50200001,193,Fosa de Eusa,No intervenida,"La fosa se encontraría en la parte norte del pueblo, no muy lejos de su casco urbano.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=193,1,Ezcabarte,100,94,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000A398BAA2F428F8BF3A512C95F5684540,50200001,195,Fosas de la Cuesta de la Loba (Eransus),No intervenida,Las dos fosas se sitúan junto a la carretera NA-150 próximas a la Venta de Eransus.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=195,18,Valle de Egüés,250,95,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000D59FA786D257F8BFB8CC3AAC5C6B4540,50200001,196,Fosa de Elía,No intervenida,La fosa se encuentra en una parcela junto al kilómetro 2 de la carretera de Elía (NA-2375).,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=196,3,Valle de Egüés,25,96,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F5233A9652C5F9BF4B2F9FCFB7784540,50200001,197,Fosa de Etulain,Intervenida,El lugar donde se encontraba la fosa está junto a la carretera de acceso a Etulain.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=197,3,Anue,25,97,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
